"Number","Name","Class","Position","Hometown","Team","Simple.Hometown","Label","Lon","Lat","Season"
30,"Ryan Coon","SR","G","Wildwood, Missouri","Cornell","wildwood missouri","Cornell: 30 Ryan Coon - Wildwood, Missouri (SR-G)",-90.6629047,38.582831,20162017
31,"Hayden Stewart","JR","G","Rockford, Illinois","Cornell","rockford illinois","Cornell: 31 Hayden Stewart - Rockford, Illinois (JR-G)",-89.0939952,42.2711311,20162017
32,"Mitch Gillam","SR","G","Peterborough, Ontario","Cornell","peterborough ontario","Cornell: 32 Mitch Gillam - Peterborough, Ontario (SR-G)",-78.319747,44.309058,20162017
2,"River Rymsha","JR","D","Huntington Woods, Michigan","Dartmouth","huntington woods michigan","Dartmouth: 02 River Rymsha - Huntington Woods, Michigan (JR-D)",-83.1668713,42.4805913,20162017
3,"Josh Hartley","SR","D","Coquitlam, British Columbia","Dartmouth","coquitlam british columbia","Dartmouth: 03 Josh Hartley - Coquitlam, British Columbia (SR-D)",-122.7932065,49.2837626,20162017
4,"Ben DiMaio","FR","D","Pembroke, Massachusetts","Dartmouth","pembroke massachusetts","Dartmouth: 04 Ben DiMaio - Pembroke, Massachusetts (FR-D)",-70.8092,42.0714925,20162017
5,"Tim Shoup","JR","D","Upper Saint Clair, Pennsylvania","Dartmouth","upper saint clair pennsylvania","Dartmouth: 05 Tim Shoup - Upper Saint Clair, Pennsylvania (JR-D)",-80.0870155,40.3205701,20162017
6,"Connor Yau","SO","D","Algonquin, Illinois","Dartmouth","algonquin illinois","Dartmouth: 06 Connor Yau - Algonquin, Illinois (SO-D)",-88.2942493,42.1655801,20162017
7,"Cameron Roth","SO","D","Nepean, Ontario","Dartmouth","nepean ontario","Dartmouth: 07 Cameron Roth - Nepean, Ontario (SO-D)",-75.7241006,45.3349046,20162017
8,"Daniel Warpecha","FR","F","Willow Springs, Illinois","Dartmouth","willow springs illinois","Dartmouth: 08 Daniel Warpecha - Willow Springs, Illinois (FR-F)",-87.8603343,41.7408652,20162017
9,"Troy Crema","SR","F","Toronto, Ontario","Dartmouth","toronto ontario","Dartmouth: 09 Troy Crema - Toronto, Ontario (SR-F)",-79.3831843,43.653226,20162017
10,"Shane Sellar","FR","F","Carlisle, Pennsylvania","Dartmouth","carlisle pennsylvania","Dartmouth: 10 Shane Sellar - Carlisle, Pennsylvania (FR-F)",-77.2002745,40.2010241,20162017
11,"Alex Jasiek","SO","F","St. Louis, Missouri","Dartmouth","st louis missouri","Dartmouth: 11 Alex Jasiek - St. Louis, Missouri (SO-F)",-90.1994042,38.6270025,20162017
12,"Cam Strong","FR","F","Billings, Montana","Dartmouth","billings montana","Dartmouth: 12 Cam Strong - Billings, Montana (FR-F)",-108.5006904,45.7832856,20162017
14,"Grant Opperman","SR","F","Wayzata, Minnesota","Dartmouth","wayzata minnesota","Dartmouth: 14 Grant Opperman - Wayzata, Minnesota (SR-F)",-93.5066217,44.97413,20162017
15,"Charley Michalowski","FR","F","West Roxbury, Massachusetts","Dartmouth","west roxbury massachusetts","Dartmouth: 15 Charley Michalowski - West Roxbury, Massachusetts (FR-F)",-71.1626756,42.2797554,20162017
16,"Kevan Kilistoff","SO","F","Langley, British Columbia","Dartmouth","langley british columbia","Dartmouth: 16 Kevan Kilistoff - Langley, British Columbia (SO-F)",-122.6603519,49.1041779,20162017
18,"Corey Kalk","JR","F","Thornhill, Ontario","Dartmouth","thornhill ontario","Dartmouth: 18 Corey Kalk - Thornhill, Ontario (JR-F)",-79.4591378,43.8079675,20162017
19,"John Ernsting","SO","F","Naperville, Illinois","Dartmouth","naperville illinois","Dartmouth: 19 John Ernsting - Naperville, Illinois (SO-F)",-88.1535352,41.7508391,20162017
20,"Carl Hesler","JR","F","Boxborough, Massachusetts","Dartmouth","boxborough massachusetts","Dartmouth: 20 Carl Hesler - Boxborough, Massachusetts (JR-F)",-71.5167139,42.4834197,20162017
21,"Kevin Neiley","JR","F","Warminster, Pennsylvania","Dartmouth","warminster pennsylvania","Dartmouth: 21 Kevin Neiley - Warminster, Pennsylvania (JR-F)",-75.099807,40.2067884,20162017
22,"Jamie McLaughlin","FR","F","Toronto, Ontario","Dartmouth","toronto ontario","Dartmouth: 22 Jamie McLaughlin - Toronto, Ontario (FR-F)",-79.3831843,43.653226,20162017
23,"Clay Han","FR","D","Liberty Township, Ohio","Dartmouth","liberty township ohio","Dartmouth: 23 Clay Han - Liberty Township, Ohio (FR-D)",-84.406761,39.4039859,20162017
24,"Karan Toor","SO","D","Surrey, British Columbia","Dartmouth","surrey british columbia","Dartmouth: 24 Karan Toor - Surrey, British Columbia (SO-D)",-122.801094,49.1044302,20162017
25,"Ryan Blankemeier","FR","F","Oak Park, Illinois","Dartmouth","oak park illinois","Dartmouth: 25 Ryan Blankemeier - Oak Park, Illinois (FR-F)",-87.7845025,41.8850317,20162017
28,"Will Graber","FR","F","Broomfield, Colorado","Dartmouth","broomfield colorado","Dartmouth: 28 Will Graber - Broomfield, Colorado (FR-F)",-105.0866504,39.9205411,20162017
29,"Kyle Nickerson","SR","F","Weston, Massachusetts","Dartmouth","weston massachusetts","Dartmouth: 29 Kyle Nickerson - Weston, Massachusetts (SR-F)",-71.3031132,42.3667625,20162017
30,"Dean Shatzer","FR","G","Castle Rock, Colorado","Dartmouth","castle rock colorado","Dartmouth: 30 Dean Shatzer - Castle Rock, Colorado (FR-G)",-104.8560902,39.3722121,20162017
33,"Devin Buffalo","JR","G","Wetaskiwin, Alberta","Dartmouth","wetaskiwin alberta","Dartmouth: 33 Devin Buffalo - Wetaskiwin, Alberta (JR-G)",-113.3772454,52.9695353,20162017
35,"Adrian Clark","FR","G","Toronto, Ontario","Dartmouth","toronto ontario","Dartmouth: 35 Adrian Clark - Toronto, Ontario (FR-G)",-79.3831843,43.653226,20162017
2,"Erich Fear","FR","D","Winnetka, Illinois","Denver","winnetka illinois","Denver: 02 Erich Fear - Winnetka, Illinois (FR-D)",-87.735895,42.1080834,20162017
3,"Tariq Hammond","JR","D","Calgary, Alberta","Denver","calgary alberta","Denver: 03 Tariq Hammond - Calgary, Alberta (JR-D)",-114.0708459,51.0486151,20162017
4,"Will Butcher","SR","D","Sun Prairie, Wisconsin","Denver","sun prairie wisconsin","Denver: 04 Will Butcher - Sun Prairie, Wisconsin (SR-D)",-89.2137254,43.1836046,20162017
5,"Henrik Borgstr m","FR","F","Helsinki, Finland","Denver","helsinki finland","Denver: 05 Henrik Borgstr m - Helsinki, Finland (FR-F)",24.938379,60.1698557,20162017
6,"Matt VanVoorhis","SR","D","Edina, Minnesota","Denver","edina minnesota","Denver: 06 Matt VanVoorhis - Edina, Minnesota (SR-D)",-93.3499489,44.8896866,20162017
7,"Dylan Gambrell","SO","F","Bonney Lake, Washington","Denver","bonney lake washington","Denver: 07 Dylan Gambrell - Bonney Lake, Washington (SO-F)",-122.1865056,47.1770457,20162017
9,"Tyson McLellan","FR","F","San Jose, California","Denver","san jose california","Denver: 09 Tyson McLellan - San Jose, California (FR-F)",-121.8863286,37.3382082,20162017
10,"Kevin Conley","FR","F","Wasau, Wisconsin","Denver","wasau wisconsin","Denver: 10 Kevin Conley - Wasau, Wisconsin (FR-F)",-89.6301221,44.9591352,20162017
13,"Liam Finlay","FR","F","Kelowna, British Columbia","Denver","kelowna british columbia","Denver: 13 Liam Finlay - Kelowna, British Columbia (FR-F)",-119.4960106,49.8879519,20162017
14,"Jarid Lukosevicius","SO","F","Squamish, British Columbia","Denver","squamish british columbia","Denver: 14 Jarid Lukosevicius - Squamish, British Columbia (SO-F)",-123.1558121,49.7016339,20162017
15,"Evan Ritt","SR","F","Lakewood, Colorado","Denver","lakewood colorado","Denver: 15 Evan Ritt - Lakewood, Colorado (SR-F)",-105.0813734,39.7047095,20162017
17,"Rudy Junda","JR","F","Denver, Colorado","Denver","denver colorado","Denver: 17 Rudy Junda - Denver, Colorado (JR-F)",-104.990251,39.7392358,20162017
18,"Emil Romig","SR","F","Vienna, Austria","Denver","vienna austria","Denver: 18 Emil Romig - Vienna, Austria (SR-F)",16.3738189,48.2081743,20162017
19,"Troy Terry","SO","F","Denver, Colorado","Denver","denver colorado","Denver: 19 Troy Terry - Denver, Colorado (SO-F)",-104.990251,39.7392358,20162017
21,"Michael Davies","FR","D","St. Louis, Missouri","Denver","st louis missouri","Denver: 21 Michael Davies - St. Louis, Missouri (FR-D)",-90.1994042,38.6270025,20162017
22,"Logan O'Connor","SO","F","Calgary, Alberta","Denver","calgary alberta","Denver: 22 Logan OConnor - Calgary, Alberta (SO-F)",-114.0708459,51.0486151,20162017
23,"Matt Marcinew","SR","F","Calgary, Alberta","Denver","calgary alberta","Denver: 23 Matt Marcinew - Calgary, Alberta (SR-F)",-114.0708459,51.0486151,20162017
24,"Colin Staub","SO","F","Colorado Springs, Colorado","Denver","colorado springs colorado","Denver: 24 Colin Staub - Colorado Springs, Colorado (SO-F)",-104.8213634,38.8338816,20162017
25,"Blake Hillman","SO","D","Elk River, Minnesota","Denver","elk river minnesota","Denver: 25 Blake Hillman - Elk River, Minnesota (SO-D)",-93.5691122,45.3377283,20162017
26,"Evan Janssen","SR","F","Green Bay, Wisconsin","Denver","green bay wisconsin","Denver: 26 Evan Janssen - Green Bay, Wisconsin (SR-F)",-88.019826,44.519159,20162017
27,"Sean Mostrom","SO","D","Wayzata, Minnesota","Denver","wayzata minnesota","Denver: 27 Sean Mostrom - Wayzata, Minnesota (SO-D)",-93.5066217,44.97413,20162017
28,"Adam Plant","JR","D","Penticton, British Columbia","Denver","penticton british columbia","Denver: 28 Adam Plant - Penticton, British Columbia (JR-D)",-119.5937077,49.4991381,20162017
29,"Brad Hawkinson","JR","F","Aurora, Colorado","Denver","aurora colorado","Denver: 29 Brad Hawkinson - Aurora, Colorado (JR-F)",-104.8319195,39.7294319,20162017
30,"Greg Ogard","SR","G","Wilmette, Illinois","Denver","wilmette illinois","Denver: 30 Greg Ogard - Wilmette, Illinois (SR-G)",-87.7228384,42.0722513,20162017
31,"Evan Cowley","SR","G","Arvada, Colorado","Denver","arvada colorado","Denver: 31 Evan Cowley - Arvada, Colorado (SR-G)",-105.0874842,39.8027644,20162017
33,"Patrick Munson","SO","G","Hugo, Minnesota","Denver","hugo minnesota","Denver: 33 Patrick Munson - Hugo, Minnesota (SO-G)",-92.9933412,45.159964,20162017
36,"Tanner Jaillet","JR","G","Red Deer, Alberta","Denver","red deer alberta","Denver: 36 Tanner Jaillet - Red Deer, Alberta (JR-G)",-113.8112386,52.2681118,20162017
1,"Darren Smith","SO","G","Barrie, Ontario","Ferris State","barrie ontario","Ferris State: 01 Darren Smith - Barrie, Ontario (SO-G)",-79.6903316,44.3893556,20162017
2,"Taylor Fernandez","FR","F","Northville, Michigan","Ferris State","northville michigan","Ferris State: 02 Taylor Fernandez - Northville, Michigan (FR-F)",-83.4832692,42.4311464,20162017
3,"Cameron Clarke","FR","D","Tecumseh, Michigan","Ferris State","tecumseh michigan","Ferris State: 03 Cameron Clarke - Tecumseh, Michigan (FR-D)",-83.9449417,42.0039331,20162017
4,"Zach Yoder","SO","D","Woodstock, Georgia","Ferris State","woodstock georgia","Ferris State: 04 Zach Yoder - Woodstock, Georgia (SO-D)",-84.5193754,34.1014873,20162017
5,"Tyler Dorantes","JR","D","Waterford, Michigan","Ferris State","waterford michigan","Ferris State: 05 Tyler Dorantes - Waterford, Michigan (JR-D)",-83.4066132,42.6907443,20162017
6,"Jasen Fernsler","SO","F","Charlotte, Michigan","Ferris State","charlotte michigan","Ferris State: 06 Jasen Fernsler - Charlotte, Michigan (SO-F)",-84.8358211,42.5636478,20162017
7,"Ryker Killins","SO","D","Wawa, Ontario","Ferris State","wawa ontario","Ferris State: 07 Ryker Killins - Wawa, Ontario (SO-D)",-84.7710588,47.992417,20162017
8,"Andrew Dorantes","JR","F","Waterford, Michigan","Ferris State","waterford michigan","Ferris State: 08 Andrew Dorantes - Waterford, Michigan (JR-F)",-83.4066132,42.6907443,20162017
9,"Chad McDonald","SR","F","Battle Creek, Michigan","Ferris State","battle creek michigan","Ferris State: 09 Chad McDonald - Battle Creek, Michigan (SR-F)",-85.1797142,42.3211522,20162017
10,"Ryan Lowney","SR","D","Redford, Michigan","Ferris State","redford michigan","Ferris State: 10 Ryan Lowney - Redford, Michigan (SR-D)",-83.2973732,42.3944486,20162017
11,"Dominic Lutz","FR","F","Livonia, Michigan","Ferris State","livonia michigan","Ferris State: 11 Dominic Lutz - Livonia, Michigan (FR-F)",-83.3527097,42.36837,20162017
12,"Trevor Recktenwald","SO","F","Venetia, Pennsylvania","Ferris State","venetia pennsylvania","Ferris State: 12 Trevor Recktenwald - Venetia, Pennsylvania (SO-F)",-80.0429089,40.2469378,20162017
15,"Mitch Maloney","JR","F","Macomb, Michigan","Ferris State","macomb michigan","Ferris State: 15 Mitch Maloney - Macomb, Michigan (JR-F)",-82.9286428,42.6651965,20162017
16,"Tyler Andrew","JR","F","Bethel Park, Pennsylvania","Ferris State","bethel park pennsylvania","Ferris State: 16 Tyler Andrew - Bethel Park, Pennsylvania (JR-F)",-80.0394977,40.3275697,20162017
17,"Jared VanWormer","SR","F","Traverse City, Michigan","Ferris State","traverse city michigan","Ferris State: 17 Jared VanWormer - Traverse City, Michigan (SR-F)",-85.6206317,44.7630567,20162017
18,"Zach Szajner","JR","F","White Lake, Michigan","Ferris State","white lake michigan","Ferris State: 18 Zach Szajner - White Lake, Michigan (JR-F)",-83.4856913,42.6592995,20162017
19,"Andrew Mayer","JR","F","Troy, Michigan","Ferris State","troy michigan","Ferris State: 19 Andrew Mayer - Troy, Michigan (JR-F)",-83.1497751,42.6064095,20162017
20,"Gerald Mayhew","SR","F","Wyandotte, Michigan","Ferris State","wyandotte michigan","Ferris State: 20 Gerald Mayhew - Wyandotte, Michigan (SR-F)",-83.1499239,42.2142064,20162017
21,"Corey Mackin","SO","F","Philadelphia, Pennsylvania","Ferris State","philadelphia pennsylvania","Ferris State: 21 Corey Mackin - Philadelphia, Pennsylvania (SO-F)",-75.1652215,39.9525839,20162017
22,"Jason Tackett","FR","F","West Chester, Ohio","Ferris State","west chester ohio","Ferris State: 22 Jason Tackett - West Chester, Ohio (FR-F)",-84.4172666,39.3321262,20162017
23,"Nate Kallen","FR","D","San Diego, California","Ferris State","san diego california","Ferris State: 23 Nate Kallen - San Diego, California (FR-D)",-117.1610838,32.715738,20162017
24,"Craig Pefley","FR","F","St. Clair, Michigan","Ferris State","st clair michigan","Ferris State: 24 Craig Pefley - St. Clair, Michigan (FR-F)",-82.486024,42.8208653,20162017
25,"Chris Allemon","FR","D","St. Clair Shores, Michigan","Ferris State","st clair shores michigan","Ferris State: 25 Chris Allemon - St. Clair Shores, Michigan (FR-D)",-82.8963604,42.4974085,20162017
26,"Joe Rutkowski","FR","D","Crystal Lake, Illinois","Ferris State","crystal lake illinois","Ferris State: 26 Joe Rutkowski - Crystal Lake, Illinois (FR-D)",-88.3161965,42.2411344,20162017
27,"Zac Tierney","SO","D","London, Ontario","Ferris State","london ontario","Ferris State: 27 Zac Tierney - London, Ontario (SO-D)",-81.2452768,42.9849233,20162017
28,"Jacob Hetz","SO","F","Glenshaw, Pennsylvania","Ferris State","glenshaw pennsylvania","Ferris State: 28 Jacob Hetz - Glenshaw, Pennsylvania (SO-F)",-79.9680392,40.5325079,20162017
31,"Trace Pennock","JR","G","Big Rapids, Michigan","Ferris State","big rapids michigan","Ferris State: 31 Trace Pennock - Big Rapids, Michigan (JR-G)",-85.4836557,43.6980782,20162017
35,"Justin Kapelmaster","FR","G","Coral Springs, Florida","Ferris State","coral springs florida","Ferris State: 35 Justin Kapelmaster - Coral Springs, Florida (FR-G)",-80.2706044,26.271192,20162017
1,"Sihak Lee","FR","G","Cambridge, Massachusetts","Harvard","cambridge massachusetts","Harvard: 01 Sihak Lee - Cambridge, Massachusetts (FR-G)",-71.1097335,42.3736158,20162017
2,"Tyler Moy","SR","F","San Diego, California","Harvard","san diego california","Harvard: 02 Tyler Moy - San Diego, California (SR-F)",-117.1610838,32.715738,20162017
3,"Ryan Begoon","JR","D","New Canaan, Connecticut","Harvard","new canaan connecticut","Harvard: 03 Ryan Begoon - New Canaan, Connecticut (JR-D)",-73.4948445,41.146763,20162017
5,"Clay Anderson","SR","D","Omaha, Nebraska","Harvard","omaha nebraska","Harvard: 05 Clay Anderson - Omaha, Nebraska (SR-D)",-95.9979883,41.2523634,20162017
6,"Colton Kerfoot","FR","F","West Vancouver, British Columbia","Harvard","west vancouver british columbia","Harvard: 06 Colton Kerfoot - West Vancouver, British Columbia (FR-F)",-123.1667847,49.3348973,20162017
7,"Eddie Ellis","JR","F","Burlington, Massachusetts","Harvard","burlington massachusetts","Harvard: 07 Eddie Ellis - Burlington, Massachusetts (JR-F)",-71.1956205,42.5047161,20162017
8,"Victor Newell","SR","D","Burnaby, British Columbia","Harvard","burnaby british columbia","Harvard: 08 Victor Newell - Burnaby, British Columbia (SR-D)",-122.9805104,49.2488091,20162017
9,"Luke Esposito","SR","F","Greenwich, Connecticut","Harvard","greenwich connecticut","Harvard: 09 Luke Esposito - Greenwich, Connecticut (SR-F)",-73.6281964,41.0262417,20162017
11,"Ty Pelton-Byce","FR","F","Madison, Wisconsin","Harvard","madison wisconsin","Harvard: 11 Ty Pelton-Byce - Madison, Wisconsin (FR-F)",-89.4012302,43.0730517,20162017
12,"John Marino","FR","D","North Easton, Massachusetts","Harvard","north easton massachusetts","Harvard: 12 John Marino - North Easton, Massachusetts (FR-D)",-71.1045482,42.066662,20162017
13,"Nathan Krusko","FR","F","Alpharetta, Georgia","Harvard","alpharetta georgia","Harvard: 13 Nathan Krusko - Alpharetta, Georgia (FR-F)",-84.2940899,34.0753762,20162017
14,"Alexander Kerfoot","SR","F","West Vancouver, British Columbia","Harvard","west vancouver british columbia","Harvard: 14 Alexander Kerfoot - West Vancouver, British Columbia (SR-F)",-123.1667847,49.3348973,20162017
15,"Seb Lloyd","JR","F","Prince George, British Columbia","Harvard","prince george british columbia","Harvard: 15 Seb Lloyd - Prince George, British Columbia (JR-F)",-122.7496693,53.9170641,20162017
16,"Ryan Donato","SO","F","Boston, Massachusetts","Harvard","boston massachusetts","Harvard: 16 Ryan Donato - Boston, Massachusetts (SO-F)",-71.0588801,42.3600825,20162017
17,"Sean Malone","SR","F","West Seneca, New York","Harvard","west seneca new york","Harvard: 17 Sean Malone - West Seneca, New York (SR-F)",-78.7538895,42.8358977,20162017
18,"Adam Fox","FR","D","Jericho, New York","Harvard","jericho new york","Harvard: 18 Adam Fox - Jericho, New York (FR-D)",-73.5398476,40.7920441,20162017
19,"Jake Horton","JR","D","Lake Elmo, Minnesota","Harvard","lake elmo minnesota","Harvard: 19 Jake Horton - Lake Elmo, Minnesota (JR-D)",-92.8793768,44.9957998,20162017
20,"Adam Baughman","SO","D","Chicago, Illinois","Harvard","chicago illinois","Harvard: 20 Adam Baughman - Chicago, Illinois (SO-D)",-87.6297982,41.8781136,20162017
21,"Justin Szeto","FR","F","Vancouver, British Columbia","Harvard","vancouver british columbia","Harvard: 21 Justin Szeto - Vancouver, British Columbia (FR-F)",-123.1207375,49.2827291,20162017
22,"Devin Tringale","SR","F","Medford, Massachusetts","Harvard","medford massachusetts","Harvard: 22 Devin Tringale - Medford, Massachusetts (SR-F)",-71.1061639,42.4184296,20162017
25,"Wiley Sherman","JR","D","Greenwich, Connecticut","Harvard","greenwich connecticut","Harvard: 25 Wiley Sherman - Greenwich, Connecticut (JR-D)",-73.6281964,41.0262417,20162017
26,"Jacob Olson","SO","D","Saint Paul, Minnesota","Harvard","saint paul minnesota","Harvard: 26 Jacob Olson - Saint Paul, Minnesota (SO-D)",-93.0899578,44.9537029,20162017
